,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363
10,mmmmm,mmmm,mmmmm,mmmm,mmmmm,mmmm,yeah,hey,stephen,know,look,deceiving,know,saw,light,walked,talking,say,half,thing,wanted,girl,tossing,rock,window,one,waiting,even,cold,hey,stephen,boy,might,believing,always,alone,cant,help,look,angel,cant,help,wanna,kiss,rain,come,feel,magic,feeling,since,met,cant,help,there,one,else,mmm,cant,help,hey,stephen,holding,back,feeling,got,thing,say,huh,seen,thought,never,seen,nobody,shine,way,way,walk,way,talk,way,say,name,beautiful,wonderful,ever,change,hey,stephen,people,always,leaving,think,stay,cant,help,look,angel,cant,help,wanna,kiss,rain,come,feel,magic,feeling,since,met,cant,help,there,one,else,mmm,cant,help,theyre,dimming,street,light,perfect,tonight,waiting,alone,come,come,pull,near,shine,shine,shine,hey,stephen,could,give,fifty,reason,one,choose,girl,well,theyre,beautiful,would,write,song,hahaha,might,also,cant,help,look,angel,cant,help,wanna,kiss,rain,come,feel,magic,feeling,since,met,cant,help,there,one,else,mmm,cant,help,look,angel,cant,help,wanna,kiss,rain,come,feel,magic,feeling,since,met,cant,help,there,one,else,mmm,cant,help,ahuh,mmmmm,cant,help,cant,help,ohohoh,mmmmm,mmmm,mmmmm,mmmm,mmmmm,mmmm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,said,know,said,need,time,need,space,think,watched,go,knew,word,hard,hear,harder,ever,take,back,said,iii,come,back,,said,wake,morning,sunny,storming,laughing,cry,waiting,front,gate,see,face,let,baby,mm,mm,said,know,said,wrong,made,mistake,put,phone,came,tear,said,leave,past,said,iii,come,back,,said,wake,morning,sunny,storming,laughing,cry,waiting,front,gate,see,face,let,baby,might,also,said,honestly,gone,ever,think,,said,woke,morning,sunny,storming,laughing,cry,waiting,front,gate,saw,face,let,baby,wake,morning,yeah,sunny,storming,laughing,cry,waiting,front,gate,miss,want,see,face,love,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,upon,time,believe,tuesday,caught,eye,caught,onto,something,hold,onto,night,looked,eye,told,loved,kidding,seems,thing,breaking,almost,never,speak,feel,welcome,anymore,baby,happened,please,tell,one,second,perfect,halfway,door,stare,phone,still,called,feel,low,cant,feel,nothing,flashback,said,forever,always,rain,bedroom,everything,wrong,rain,rain,gone,said,forever,always,line,say,something,way,honest,made,run,hide,scared,little,boy,looked,eye,thought,knew,minute,sure,here,everything,coming,nothing,here,silence,cut,core,going,thought,knew,minute,anymore,stare,phone,still,called,feel,low,cant,feel,nothing,flashback,said,forever,always,rain,bedroom,everything,wrong,rain,rain,gone,said,forever,always,mean,baby,think,might,also,back,baby,back,forget,everything,back,baby,back,forget,everything,rain,bedroom,everything,wrong,rain,rain,gone,said,forever,always,stare,phone,still,called,feel,low,cant,feel,nothing,flashback,said,forever,always,rain,bedroom,everything,wrong,rain,rain,gone,said,forever,always,mean,baby,said,forever,always,yeah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,today,fairytale,prince,used,damsel,distress,took,hand,picked,six,today,fairytale,today,fairytale,today,fairytale,wore,dress,wore,dark,gray,tshirt,told,pretty,looked,mess,today,fairytale,time,slows,whenever,around,well,feel,magic,air,must,way,kissed,fell,love,saw,standing,must,way,today,fairytale,must,way,today,fairytale,today,fairytale,got,smile,take,another,planet,every,move,make,everything,say,right,today,fairytale,today,fairytale,say,getting,much,clearer,nothing,made,sense,time,saw,face,today,fairytale,time,slows,whenever,around,yeah,might,also,feel,magic,air,must,way,kissed,fell,love,saw,standing,must,way,today,fairytale,must,way,today,fairytale,time,slows,whenever,around,feel,heart,beating,chest,feel,cant,put,feel,magic,air,must,way,kissed,fell,love,saw,standing,must,way,feel,magic,air,must,way,kissed,fell,love,saw,standing,must,way,today,fairytale,must,way,today,fairytale,yeah,today,fairytale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,see,face,mind,drive,away,none,thought,gonna,end,way,people,people,sometimes,change,mind,killing,see,go,time,mmmm,mmmmmmmm,mmmm,mmmmmmmm,music,start,playing,end,sad,movie,kind,ending,really,wanna,see,tragedy,itll,bring,know,without,around,know,never,simple,never,easy,never,clean,break,one,save,thing,know,back,hand,cant,breathe,without,breathe,without,never,wanted,never,wanna,see,hurt,every,little,bump,road,tried,swerve,people,people,sometimes,work,nothin,say,gonna,save,fallout,know,never,simple,never,easy,never,clean,break,one,save,thing,know,back,hand,cant,breathe,without,breathe,without,2,feeling,lost,friend,hope,know,easy,easy,2,feeling,lost,friend,hope,know,aint,easy,easy,might,also,know,never,simple,never,easy,never,clean,break,one,save,cant,breathe,without,breathe,without,breathe,without,breathe,without,sorry,sorry,mmm,sorry,yeah,yeah,sorry,sorry,sorry,sorry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,young,first,saw,close,eye,flashback,start,standing,balcony,summer,air,see,light,see,party,ball,gown,see,make,way,crowd,say,hello,little,know,romeo,throwing,pebble,daddy,said,stay,away,juliet,cry,staircase,begging,please,go,said,romeo,take,somewhere,alone,waiting,there,left,run,prince,princess,love,story,baby,say,yes,sneak,garden,see,keep,quiet,dead,knew,close,eye,escape,town,little,romeo,scarlet,letter,daddy,said,stay,away,juliet,everything,begging,please,go,said,romeo,take,somewhere,alone,waiting,there,left,run,prince,princess,love,story,baby,say,yes,romeo,save,theyre,trying,tell,feel,love,difficult,real,afraid,well,make,mess,love,story,baby,say,yes,might,also,got,tired,waiting,wondering,ever,coming,around,faith,fading,met,outskirt,town,said,romeo,save,feeling,alone,keep,waiting,never,come,head,know,think,knelt,ground,pulled,ring,said,marry,juliet,never,alone,love,really,know,talked,dad,go,pick,white,dress,love,story,baby,say,yes,young,first,saw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,time,wasting,hoping,would,come,around,giving,chance,every,time,let,taken,long,baby,figured,thinking,well,fine,time,around,call,anymore,pick,phone,last,straw,wanna,hurt,anymore,tell,sorry,believe,baby,sorry,looking,innocent,might,believe,know,couldve,loved,life,l,ft,waiting,cold,got,shar,secret,tired,last,know,asking,listen,worked,time,call,anymore,pick,phone,last,straw,wanna,hurt,anymore,tell,sorry,believe,baby,sorry,sorry,crawling,honey,never,wouldve,gone,away,used,shine,bright,watched,fade,call,anymore,pick,phone,last,straw,there,nothing,left,beg,tell,sorry,believe,baby,sorry,sorry,might,also,woah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,took,chance,took,shot,might,think,bulletproof,took,swing,took,hard,ground,see,sick,tired,attitude,feeling,know,tell,love,cut,need,heartbeat,know,got,mean,streak,make,run,cover,around,here,temper,yes,remember,said,last,night,know,see,doin,tell,well,could,write,book,ruin,someone,perf,ct,day,well,get,confused,frustrat,forget,tryin,say,sick,tired,reason,got,one,believe,tell,want,push,around,need,heartbeat,know,got,mean,streak,make,run,cover,around,here,temper,yes,remember,said,last,night,know,see,doin,tell,make,feel,small,feel,whole,inside,put,dream,thing,mind,well,sick,tired,attitude,feeling,know,tell,want,cut,sick,tired,reason,got,one,believe,ask,love,push,around,here,temper,yes,remember,said,last,night,know,see,doin,tell,tell,might,also,take,step,back,let,go,told,bulletproof,know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,phone,girlfriend,upset,going,something,said,get,humor,room,typical,tuesday,night,listening,kind,music,shell,never,know,story,wear,short,skirt,wear,tshirts,cheer,captain,bleacher,dreaming,bout,day,wake,find,looking,whole,time,could,see,understands,along,cant,see,b,long,belong,walking,street,wornout,jean,cant,help,thinking,ought,laughing,park,bench,thinking,hey,easy,got,smile,could,light,whole,town,seen,since,brought,say,fine,know,better,hey,whatcha,girl,wear,high,heel,wear,sneaker,cheer,captain,bleacher,dreaming,day,wake,find,looking,whole,time,could,see,one,understands,along,cant,see,belong,standing,waiting,back,door,time,could,know,baby,belong,belong,might,also,remember,driving,house,middle,night,one,make,laugh,know,bout,cry,know,favorite,song,tell,bout,dream,think,know,belong,think,know,cant,see,one,understands,along,cant,see,belong,standing,waiting,back,door,time,could,know,baby,belong,belong,belong,ever,thought,maybe,belong,belong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,say,sorry,face,angel,come,need,paced,back,forth,time,honestly,believed,holdin,day,drag,stupid,girl,shoulda,known,shoulda,known,princess,aint,fairytale,one,sweep,foot,lead,stairwell,aint,hollywood,small,town,dreamer,went,let,late,white,horse,come,around,maybe,naive,got,lost,eye,never,really,chance,well,mistak,,know,love,fight,th,upper,hand,many,dream,happy,ending,well,know,princess,aint,fairytale,one,sweep,foot,lead,stairwell,aint,hollywood,small,town,dreamer,went,let,late,white,horse,come,around,knee,beggin,forgiveness,beggin,always,wanted,sorry,princess,aint,fairytale,gonna,find,someone,someday,might,actually,treat,well,big,world,small,town,rearview,mirror,disappearing,late,white,horse,late,white,horse,catch,might,also,woah,woah,woah,try,catch,late,catch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,young,first,saw,close,eye,flashback,start,standing,balcony,summer,air,see,light,see,party,ball,gown,see,make,way,crowd,say,hello,little,know,romeo,throwing,pebble,daddy,said,stay,away,juliet,cry,staircase,begging,please,go,said,romeo,take,somewhere,alone,waiting,ther,s,left,run,princ,princess,love,story,baby,say,yes,sneak,garden,see,keep,quiet,dead,knew,close,eye,escape,town,little,romeo,scarlet,letter,daddy,said,stay,away,juliet,everything,begging,please,go,said,romeo,take,somewhere,alone,waiting,there,left,run,prince,princess,love,story,baby,say,yes,romeo,save,theyre,trying,tell,feel,love,difficult,real,afraid,well,make,mess,love,story,baby,say,yes,might,also,got,tired,waiting,wondering,ever,coming,around,faith,fading,met,outskirt,town,said,romeo,save,feeling,alone,keep,waiting,never,come,head,know,think,knelt,ground,pulled,ring,said,marry,juliet,never,alone,love,really,know,talked,dad,go,pick,white,dress,love,story,baby,say,yes,young,first,saw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,there,something,bout,way,street,look,rained,there,glow,pavement,walk,car,know,wanna,ask,dance,right,middle,parking,lot,yeah,yeah,driving,road,wonder,know,trying,hard,get,caught,cool,run,hand,hair,absentmindedly,making,want,know,get,better,take,hand,drag,head,first,fearless,know,dance,storm,best,dress,f,arles,baby,drive,slow,run,road,horse,town,wanna,stay,right,passenger,seat,put,eye,moment,capture,remember,know,get,better,take,hand,drag,head,first,fearless,know,dance,storm,best,dress,fearless,well,stood,doorway,hand,shake,usually,way,pull,little,brave,first,kiss,flawless,really,something,fearless,yeah,might,also,know,get,better,take,hand,drag,head,first,fearless,know,dance,storm,best,dress,fearless,know,get,better,take,hand,drag,head,first,fearless,know,dance,storm,best,dress,fearless,yeah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,could,go,back,every,laugh,wanna,go,anymore,know,step,door,wanna,go,anymore,talk,wind,talk,sky,talk,man,reason,let,know,find,leave,window,open,tired,night,call,name,know,right,hoping,come,rain,could,stand,sing,song,wanna,go,far,got,know,heart,even,know,start,talk,talk,tear,talk,man,put,wait,sky,clear,leave,window,open,tired,night,call,name,know,right,hoping,come,rain,watched,long,screamed,name,know,else,say,might,also,leave,window,open,tired,night,game,know,right,hoping,come,rain,could,go,back,every,laugh,wanna,go,anymore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,upon,time,believe,tuesday,caught,eye,caught,onto,something,hold,night,looked,eye,told,loved,kidding,seems,thing,breaking,almost,never,speak,feel,welcome,anymore,happened,please,tell,one,second,perfect,halfway,door,stare,phone,still,called,feel,low,cant,feel,nothing,flashback,said,forever,always,rain,bedroom,everything,wrong,rain,rain,gone,said,forever,always,line,say,something,way,honest,made,run,hide,scared,little,boy,looked,eye,thought,knew,minute,sure,here,everything,coming,nothing,here,silence,cut,core,going,thought,knew,minute,anymore,stare,phone,still,called,feel,low,cant,feel,nothing,flashback,said,forever,always,rain,bedroom,everything,wrong,rain,rain,gone,said,forever,always,mean,baby,think,might,also,ohohoh,ohohoh,ohohoh,back,baby,back,forget,everything,back,baby,back,forget,everything,back,baby,back,please,back,back,back,baby,back,rain,bedroom,everything,wrong,rain,rain,gone,said,forever,always,stare,phone,still,called,feel,low,cant,feel,nothing,flashback,said,forever,always,rain,bedroom,everything,wrong,rain,rain,gone,said,forever,always,mean,baby,said,forever,always,yeah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,five,year,old,getting,cold,got,big,coat,hear,laugh,look,smiling,run,run,past,pumpkin,patch,tractor,ride,look,sky,gold,hug,leg,fall,asleep,way,home,know,tree,change,fall,know,scared,anything,know,snow,white,house,near,far,away,know,best,day,today,thirteen,know,friend,could,mean,come,home,cry,hold,tight,grab,key,drive,drive,found,town,far,enough,away,talk,window,shop,forgotten,name,know,gonna,talk,school,know,laughing,car,ride,home,know,long,gonna,take,feel,okay,know,best,day,today,excellent,father,strength,making,stronger,god,smile,little,brother,inside,he,better,grew,pretty,house,space,run,best,day,video,found,back,three,set,paint,set,kitchen,talking,age,princess,pirate,ship,seven,dwarf,daddy,smart,prettiest,lady,whole,wide,world,might,also,know,tree,change,fall,know,side,even,wrong,love,giving,eye,staying,back,watching,shine,know,knew,taking,chance,say,best,day,today,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,mr,perfect,face,mr,stay,mr,looked,eye,told,would,never,go,away,everything,right,mr,waitin,life,mr,every,single,day,end,side,got,know,mr,change,heart,mr,leaf,alone,fall,apart,take,everything,get,day,wonderful,see,okay,hello,mr,perfectly,fine,hows,heart,breakin,mine,mr,always,right,place,right,time,baby,hello,mr,casually,cruel,mr,everything,revolves,around,miss,misery,since,goodbye,mr,perfectly,fine,mr,never,told,mr,never,see,cry,mr,insincere,apology,look,bad,guy,go,day,forgets,ever,even,heard,name,well,thought,might,different,rest,guess,hear,he,got,arm,round,brandnew,girl,pickin,heart,he,pickin,never,got,past,put,wonderful,see,never,phased,hello,mr,perfectly,fine,hows,heart,breakin,mine,mr,always,right,place,right,time,baby,hello,mr,casually,cruel,mr,everything,revolves,around,miss,misery,since,goodbye,mr,perfectly,fine,might,also,dignified,wellpressed,suit,strategized,eye,sashay,way,seat,best,seat,best,room,he,smug,mr,always,win,far,every,sense,far,feeling,anything,really,shame,shame,miss,stay,miss,gonna,alright,someday,someday,maybe,miss,mr,late,goodbye,mr,perfectly,fine,hows,heart,breakin,mine,mr,always,right,place,right,time,baby,goodbye,mr,casually,cruel,mr,everything,revolves,around,miss,misery,last,time,mr,perfectly,fine,perfectly,fine,mr,looked,eye,told,would,never,go,away,said,never,go,away,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,well,sad,picture,final,blow,hit,somebody,else,get,wanted,know,another,time,place,repeating,history,getting,sick,believe,whatever,anything,see,thing,change,feel,wall,put,hold,back,fall,revolution,time,come,finally,win,sing,hallelujah,well,sing,hallelujah,weve,outnumbered,raid,cornered,hard,fight,th,fight,aint,fair,getting,stronger,find,thing,never,found,might,bigger,faster,never,scared,walk,away,say,need,something,eye,say,beat,cause,thing,change,feel,wall,put,hold,back,fall,revolution,time,come,finally,win,well,sing,hallelujah,sing,hallelujah,tonight,well,stand,get,knee,fight,weve,worked,year,battle,long,fight,life,stand,champion,tonight,night,thing,changed,see,wall,put,hold,back,fell,revolution,throw,hand,never,gave,well,sing,hallelujah,sang,hallelujah,hallelujahyou,might,also,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,school,bell,ring,walk,home,sidewalk,chalk,covered,snow,lost,glove,give,one,wanna,hang,,yeah,sound,fun,video,game,pas,note,sleeping,tent,nice,friend,nice,friend,light,pink,sky,roof,sun,sink,curfew,20,question,tell,truth,stressed,lately,yeah,something,gave,nerve,touch,hand,nice,friend,nice,friend,church,bell,ring,carry,home,rice,ground,look,snow,call,bluff,call,babe,back,yeah,every,day,feel,home,stay,bed,whole,weekend,might,also,nice,friend,nice,friend,nice,friend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,promise,never,find,another,know,handful,baby,uh,know,never,think,jump,kinda,guy,lady,want,there,lotta,cool,chick,know,went,psycho,phone,never,leave,well,enough,alone,trouble,gonna,follow,go,there,lotta,cool,chick,one,thing,others,rainbow,color,baby,doll,come,lover,promise,never,find,another,meee,oohoohoohooh,one,baby,fun,eeheeheeh,oohoohoohooh,one,baby,fun,promise,nobody,gonna,love,meee,know,tend,make,know,never,get,see,never,bore,baby,there,lotta,lame,guy,fight,rain,ran,called,name,never,wanna,see,walk,away,there,lotta,lame,guy,one,thing,others,livin,winter,summer,baby,doll,come,lover,promise,never,find,another,might,also,meee,oohoohoohooh,one,let,keep,company,eeheeheeh,oohoohoohooh,one,baby,fun,promise,nobody,gonna,love,meee,girl,aint,team,know,strike,band,one,two,three,promise,never,find,another,girl,aint,team,know,cant,spell,awesome,without,promise,never,find,another,meee,yeah,oohoohoohooh,want,baby,one,one,baby,fun,baby,fun,eeheeheeh,oohoohoohooh,one,baby,fun,promise,nobody,gonna,love,meee,girl,aint,team,oohoohoohooh,know,one,baby,fun,eeheeheeh,oohoohoohooh,strike,band,one,two,three,cant,spell,awesome,without,one,yeah,yeah,baby,fun,promise,nobody,gonna,love,meee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,backseat,drunk,something,stronger,drink,bar,rent,place,cornelia,street,say,casually,car,fresh,page,desk,filling,blank,go,street,light,pointed,arrow,head,leading,home,hope,never,lose,hope,never,end,never,walk,cornelia,street,kinda,heartbreak,time,could,never,mend,never,walk,cornelia,street,baby,get,mystified,city,scream,name,baby,terrified,ever,walk,away,never,walk,cornelia,street,never,walk,cornelia,street,window,flung,right,open,autumn,air,jacket,round,shoulder,bless,rain,cornelia,street,memorize,creak,floor,back,card,shark,playing,game,thought,leading,packed,bag,left,cornelia,street,even,knew,gone,called,showed,hand,turned,around,hit,tunnel,sat,roof,hope,never,lose,hope,never,end,never,walk,cornelia,street,kinda,heartbreak,time,could,never,mend,never,walk,cornelia,street,baby,get,mystified,city,scream,name,city,scream,name,baby,terrified,ever,walk,away,never,walk,cornelia,street,never,walk,cornelia,street,hold,hand,street,walk,back,apartment,year,ago,inside,barefoot,kitchen,sacred,new,beginning,became,religion,listen,might,also,hope,never,lose,never,walk,cornelia,street,never,baby,get,mystified,city,scream,name,city,scream,name,baby,terrified,ever,walk,away,never,walk,cornelia,street,never,walk,cornelia,street,wanna,lose,hope,never,end,never,walk,cornelia,street,wanna,lose,yeah,rent,place,cornelia,street,say,casually,car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
